20.0000000000E+0	-6.6761642605E+0	7.4607812766E+0
21.0000000000E+0	-1.2819093835E+0	-15.1641187750E+0
22.0000000000E+0	1.0353103716E+0	-443.7526272289E-3
23.0000000000E+0	4.7907900007E+0	15.7197670876E+0
24.0000000000E+0	386.4217825133E-3	-11.2060726163E+0
25.0000000000E+0	-2.5610740282E+0	-3.6126447023E+0
26.0000000000E+0	5.7206147101E+0	-937.5425012596E-3
27.0000000000E+0	-3.6520043071E+0	4.0485651683E+0
28.0000000000E+0	-1.1373624269E+0	-3.5581294173E+0
29.0000000000E+0	2.0861600898E+0	-525.2049965614E-3
30.0000000000E+0	4.2760132565E+0	3.7461708635E+0
31.0000000000E+0	-1.8292271016E+0	-3.2840912074E+0
32.0000000000E+0	793.9965984351E-3	-3.1274721489E+0
33.0000000000E+0	2.0664797602E+0	2.2105790645E+0
34.0000000000E+0	-3.1459422093E+0	956.5439021087E-3
35.0000000000E+0	707.6330947308E-3	-1.1307909565E+0
36.0000000000E+0	1.6056121435E+0	2.4631400515E+0
37.0000000000E+0	-1.0462115866E+0	1.1664798843E+0
38.0000000000E+0	-297.0986227600E-3	-22.5345188136E-3
39.0000000000E+0	2.7485668819E+0	1.8559212733E+0
40.0000000000E+0	-744.0039459062E-3	1.4397717030E+0
41.0000000000E+0	1.2468229059E+0	-2.3259140576E+0
42.0000000000E+0	45.5340984583E-3	-197.1781405204E-3
43.0000000000E+0	-1.5625655711E+0	131.3383822264E-3
44.0000000000E+0	-705.0879593796E-3	-2.4265984017E+0
45.0000000000E+0	-808.4063524584E-3	244.6897049639E-3
46.0000000000E+0	-2.6661650396E+0	818.3620763713E-3
47.0000000000E+0	-483.3523263448E-3	38.5628156545E-3
48.0000000000E+0	-301.8570118344E-3	2.0169362778E+0
49.0000000000E+0	-1.5832575707E+0	460.5684885534E-3
50.0000000000E+0	473.1458010467E-3	-300.4924974748E-3
51.0000000000E+0	-1.1156831004E+0	693.0682053013E-3
52.0000000000E+0	-1.0443833127E+0	229.1478866358E-3
53.0000000000E+0	1.3292731568E+0	247.5527095269E-3
54.0000000000E+0	-1.1687231399E+0	1.1809435285E+0
55.0000000000E+0	426.1487773598E-3	-169.4096314161E-3
56.0000000000E+0	270.4243089219E-3	872.2513854120E-3
57.0000000000E+0	-818.8847400728E-3	165.5271430437E-3
58.0000000000E+0	774.5951601738E-3	188.0089281989E-3
59.0000000000E+0	176.9149079149E-3	892.5722804106E-3
60.0000000000E+0	-101.4645046241E-3	-62.0569735208E-3
61.0000000000E+0	1.0624927326E+0	387.3989961650E-3
62.0000000000E+0	-571.1283362380E-3	327.3892415317E-3
63.0000000000E+0	368.9674897422E-3	-624.6870855616E-3
64.0000000000E+0	-485.3816200457E-3	767.0021504841E-3
