   1.0000000000000000e+00   4.0281975404193409e-09   1.9820077817692306e-05
   2.0000000000000000e+00   1.6120605990369122e-08   3.9649942766572565e-05
   3.0000000000000000e+00   3.6300707341724634e-08   5.9499401136175587e-05
   4.0000000000000000e+00   6.4607753524411606e-08   7.9378297613021614e-05
   5.0000000000000000e+00   1.0109694022564305e-07   9.9296534680417257e-05
   6.0000000000000000e+00   1.4583965205541811e-07   1.1926409226145198e-04
   7.0000000000000000e+00   1.9892378090150716e-07   1.3929104768898494e-04
   8.0000000000000000e+00   2.6045411987944826e-07   1.5938759608879409e-04
   9.0000000000000000e+00   3.3055283587291178e-07   1.7956407126508206e-04
   1.0000000000000000e+01   4.0936002428416191e-07   1.9983096718123280e-04
   1.1000000000000000e+01   4.9703435028082313e-07   2.2019896013312988e-04
   1.2000000000000000e+01   5.9375378154201817e-07   2.4067893171753811e-04
   1.3000000000000000e+01   6.9971641828328170e-07   2.6128199270406726e-04
   1.4000000000000000e+01   8.1514142718558605e-07   2.8201950792615545e-04
   1.5000000000000000e+01   9.4027008678064593e-07   3.0290312231440961e-04
   1.6000000000000000e+01   1.0753669528651000e-06   3.2394478820461930e-04
   1.7000000000000000e+01   1.2207211536445950e-06   3.4515679406292186e-04
   1.8000000000000000e+01   1.3766478255615174e-06   3.6655179478207669e-04
   1.9000000000000000e+01   1.5434897021557247e-06   3.8814284371573748e-04
   2.0000000000000000e+01   1.7216188698674430e-06   4.0994342663217063e-04
   2.1000000000000000e+01   1.9114387064398710e-06   4.3196749778524407e-04
   2.2000000000000000e+01   2.1133860195441320e-06   4.5422951831891297e-04
   2.3000000000000000e+01   2.3279334054634322e-06   4.7674449724212831e-04
   2.4000000000000000e+01   2.5555918501740941e-06   4.9952803523435607e-04
   2.5000000000000000e+01   2.7969135979921838e-06   5.2259637156807737e-04
   2.6000000000000000e+01   3.0524953161660514e-06   5.4596643446409810e-04
   2.7000000000000000e+01   3.3229815874464927e-06   5.6965589522870006e-04
   2.8000000000000000e+01   3.6090687668258650e-06   5.9368322655909593e-04
   2.9000000000000000e+01   3.9115092433861262e-06   6.1806776544591708e-04
   3.0000000000000000e+01   4.2311161536276917e-06   6.4282978114924201e-04
   3.1000000000000000e+01   4.5687685988772373e-06   6.6799054877873906e-04
   3.2000000000000000e+01   4.9254174265239820e-06   6.9357242906979710e-04
   3.3000000000000000e+01   5.3020916430649648e-06   7.1959895501709785e-04
   3.4000000000000000e+01   5.6999055364333649e-06   7.4609492610619801e-04
   3.5000000000000000e+01   6.1200665960570075e-06   7.7308651097380198e-04
   3.6000000000000000e+01   6.5638843318050938e-06   8.0060135943022719e-04
   3.7000000000000000e+01   7.0327801077380704e-06   8.2866872489507665e-04
   3.8000000000000000e+01   7.5282981237466422e-06   8.5731959843175971e-04
   3.9000000000000000e+01   8.0521176981931481e-06   8.8658685572093690e-04
   4.0000000000000000e+01   8.6060670280832268e-06   9.1650541849061854e-04
   4.1000000000000000e+01   9.1921386307383749e-06   9.4711243212532484e-04
   4.2000000000000000e+01   9.8125067031859914e-06   9.7844746141315174e-04
   4.3000000000000000e+01   1.0469546673472611e-05   1.0105527066632746e-03
   4.4000000000000000e+01   1.1165857262983203e-05   1.0434732427440272e-03
   4.5000000000000000e+01   1.1904285432011053e-05   1.0772572839611414e-03
   4.6000000000000000e+01   1.2687954643981674e-05   1.1119564781266391e-03
   4.7000000000000000e+01   1.3520296958994085e-05   1.1476262336727195e-03
   4.8000000000000000e+01   1.4405089557300131e-05   1.1843260842558287e-03
   4.9000000000000000e+01   1.5346496401213746e-05   1.2221200959908805e-03
   5.0000000000000000e+01   1.6349115873722756e-05   1.2610773232750346e-03
   5.1000000000000000e+01   1.7418035388757342e-05   1.3012723201299072e-03
   5.2000000000000000e+01   1.8558894157903248e-05   1.3427857151416386e-03
   5.3000000000000000e+01   1.9777955529206032e-05   1.3857048594483306e-03
   5.4000000000000000e+01   2.1082190595548000e-05   1.4301245588614273e-03
   5.5000000000000000e+01   2.2479375115532328e-05   1.4761479031707395e-03
   5.6000000000000000e+01   2.3978202215017595e-05   1.5238872080457419e-03
   5.7000000000000000e+01   2.5588413863111143e-05   1.5734650878010202e-03
   5.8000000000000000e+01   2.7320954769248369e-05   1.6250156807578538e-03
   5.9000000000000000e+01   2.9188153162578356e-05   1.6786860531546686e-03
   6.0000000000000000e+01   3.1203933936392611e-05   1.7346378127244162e-03
   6.1000000000000000e+01   3.3384070928011190e-05   1.7930489694076355e-03
   6.2000000000000000e+01   3.5746486736588080e-05   1.8541160885158967e-03
   6.3000000000000000e+01   3.8311610561649267e-05   1.9180567914029146e-03
   6.4000000000000000e+01   4.1102807212909553e-05   1.9851126708628529e-03
   6.5000000000000000e+01   4.4146893884483191e-05   2.0555527037433934e-03
   6.6000000000000000e+01   4.7474765758583360e-05   2.1296772625409746e-03
   6.7000000000000000e+01   5.1122157353724840e-05   2.2078228522426952e-03
   6.8000000000000000e+01   5.5130574241464901e-05   2.2903677300092416e-03
   6.9000000000000000e+01   5.9548439994075177e-05   2.3777386056386442e-03
   7.0000000000000000e+01   6.4432516935646031e-05   2.4704186730861392e-03
   7.1000000000000000e+01   6.9849677789367859e-05   2.5689572917297287e-03
   7.2000000000000000e+01   7.5879130565036142e-05   2.6739817262392595e-03
   7.3000000000000000e+01   8.2615233801327373e-05   2.7862114737840370e-03
   7.4000000000000000e+01   9.0171087662612183e-05   2.9064758681713872e-03
   7.5000000000000000e+01   9.8683154483182719e-05   3.0357358684977966e-03
   7.6000000000000000e+01   1.0831725934243496e-04   3.1751112384421493e-03
   7.7000000000000000e+01   1.1927646120654487e-04   3.3259147358586125e-03
   7.8000000000000000e+01   1.3181148994936443e-04   3.4896955121166248e-03
   7.9000000000000000e+01   1.4623474873758476e-04   3.6682947442315994e-03
   8.0000000000000000e+01   1.6293934050163266e-04   3.8639177093819348e-03
   8.1000000000000000e+01   1.8242528295451006e-04   4.0792282471815424e-03
   8.2000000000000000e+01   2.0533618233747772e-04   4.3174741367515207e-03
   8.3000000000000000e+01   2.3251140548744296e-04   4.5826558254274414e-03
   8.4000000000000000e+01   2.6506168797218213e-04   4.8797569851094184e-03
   8.5000000000000000e+01   3.0448098661719683e-04   5.2150649046047749e-03
   8.6000000000000000e+01   3.5281580741651307e-04   5.5966241349679029e-03
   8.7000000000000000e+01   4.1292827784672741e-04   6.0348923760625301e-03
   8.8000000000000000e+01   4.8891706446605755e-04   6.5437112836043499e-03
   8.9000000000000000e+01   5.8681388953402505e-04   7.1417819820097190e-03
   9.0000000000000000e+01   7.1578176380404982e-04   7.8549761308276365e-03
   9.1000000000000000e+01   8.9027201549081317e-04   8.7200819661171717e-03
   9.2000000000000000e+01   1.1341213820329845e-03   9.7911189700699338e-03
