20.0000000000E+0	-9.0265398432E+0	-972.7918586893E-3
21.0000000000E+0	1.8725955561E+0	-6.2132283286E+0
22.0000000000E+0	5.4240935840E+0	-9.7249417378E+0
23.0000000000E+0	-10.9258663870E+0	2.6110795129E+0
24.0000000000E+0	-6.3049407381E+0	5.1786039893E+0
25.0000000000E+0	854.0975523914E-3	-1.3608134644E+0
26.0000000000E+0	2.6054875144E+0	2.9589465533E+0
27.0000000000E+0	56.4467486611E-3	1.4707565808E+0
28.0000000000E+0	-1.3405463014E+0	-2.2623945079E+0
29.0000000000E+0	2.6726931188E+0	-706.9349484188E-3
30.0000000000E+0	-217.9425251545E-3	212.9598386812E-3
31.0000000000E+0	-2.9044023260E+0	552.4787838202E-3
32.0000000000E+0	1.0572235453E+0	-1.0349425162E+0
33.0000000000E+0	542.1536687014E-3	1.2166050403E+0
34.0000000000E+0	-2.0155343145E+0	-73.9703239804E-3
35.0000000000E+0	-1.0684251276E+0	-645.0233233104E-3
36.0000000000E+0	373.5532602001E-3	2.0512828094E+0
37.0000000000E+0	-11.3601019922E-3	1.0814386438E+0
38.0000000000E+0	412.3013327703E-3	-1.2597297946E+0
39.0000000000E+0	970.3352025384E-3	492.3347307880E-3
40.0000000000E+0	-603.4549250746E-3	42.4957951901E-3
41.0000000000E+0	-960.6907911770E-3	-480.7903549933E-3
42.0000000000E+0	856.5640981710E-3	1.2066037214E+0
43.0000000000E+0	-486.1252216769E-3	70.7282713737E-3
44.0000000000E+0	313.2399247420E-3	-1.0174551162E+0
45.0000000000E+0	-29.7201083483E-3	82.6021046837E-3
46.0000000000E+0	-767.9619683164E-3	750.1471122951E-3
47.0000000000E+0	751.2289558474E-3	636.8910140364E-3
48.0000000000E+0	2.0391999197E+0	1.8080283109E+0
49.0000000000E+0	2.5572376911E+0	-226.2133076121E-3
50.0000000000E+0	1.0694931196E+0	-1.8571181554E+0
51.0000000000E+0	-161.6112784788E-3	1.3541822125E+0
52.0000000000E+0	314.5428414141E-3	22.1106431720E-3
53.0000000000E+0	804.6508417229E-3	868.3076863305E-3
54.0000000000E+0	668.2790579951E-3	652.9137760128E-3
55.0000000000E+0	565.5385990502E-3	-319.1195486922E-3
56.0000000000E+0	693.2164076165E-3	330.9827758669E-3
57.0000000000E+0	-109.2476792793E-3	-223.8002200743E-3
58.0000000000E+0	15.3630740807E-3	-69.4714442301E-3
59.0000000000E+0	454.1951722984E-3	847.1745474180E-3
60.0000000000E+0	-176.5144979975E-3	-60.0825379555E-3
61.0000000000E+0	1.4753849847E+0	44.2832782980E-3
62.0000000000E+0	-1.9790340227E+0	-1.5248774054E+0
63.0000000000E+0	-1.0044925838E+0	1.1292001719E+0
64.0000000000E+0	533.8367262080E-3	634.5847895737E-3
65.0000000000E+0	185.4659410749E-3	-497.2272211203E-3
66.0000000000E+0	-1.2357317683E+0	740.6685564294E-3
67.0000000000E+0	-539.2636670930E-3	2.0868975610E+0
68.0000000000E+0	-2.8896298944E+0	59.2510121386E-3
69.0000000000E+0	-4.1157127235E+0	3.4511537272E+0
70.0000000000E+0	-2.6401553151E+0	3.3862025059E+0
71.0000000000E+0	-31.2597344888E-3	3.3756687472E+0
72.0000000000E+0	731.6662044023E-3	582.0429344585E-3
73.0000000000E+0	387.3116428463E-3	6.0841559023E-3
74.0000000000E+0	8.2191128055E-3	-294.7056745885E-3
75.0000000000E+0	-402.8849739440E-3	269.4175544264E-3
76.0000000000E+0	-520.6208143836E-3	714.6032162769E-3
77.0000000000E+0	-361.2734068379E-3	1.4984965681E+0
78.0000000000E+0	505.3849755977E-3	545.5432093324E-3
79.0000000000E+0	73.9928088870E-3	296.8905164549E-3
80.0000000000E+0	5.7666305739E-3	52.1887587162E-3
81.0000000000E+0	42.7468617174E-3	336.7825030681E-3
82.0000000000E+0	-107.2793034031E-3	221.1828321925E-3
83.0000000000E+0	214.4142554744E-3	269.7869328640E-3
84.0000000000E+0	74.8760330816E-3	284.4456365073E-3
85.0000000000E+0	76.5859846709E-3	154.4103334313E-3
86.0000000000E+0	-34.2135325738E-3	548.5925335250E-3
87.0000000000E+0	51.4620483796E-3	236.5014922015E-3
88.0000000000E+0	76.7072653714E-3	311.9686084011E-3
89.0000000000E+0	-73.2505908018E-3	195.5214140904E-3
90.0000000000E+0	67.5445498780E-3	281.7112338858E-3
91.0000000000E+0	-61.2875082926E-3	372.0163405953E-3
92.0000000000E+0	67.3069455546E-3	258.5649606797E-3
93.0000000000E+0	11.2487919686E-3	397.1773757302E-3
94.0000000000E+0	5.1634493177E-3	308.6208250650E-3
95.0000000000E+0	167.8782344717E-3	366.7227930494E-3
96.0000000000E+0	-103.7244224882E-3	300.4799649257E-3
97.0000000000E+0	135.7938886329E-3	348.3861492119E-3
98.0000000000E+0	-118.1062829287E-3	363.5925813257E-3
99.0000000000E+0	136.7362771147E-3	169.8910530833E-3
100.0000000000E+0	-55.8311324380E-3	334.9223352060E-3
101.0000000000E+0	18.3760102073E-3	128.2248475196E-3
102.0000000000E+0	-25.8888007380E-3	521.9427013702E-3
103.0000000000E+0	-45.9731339692E-3	167.5819626890E-3
104.0000000000E+0	53.3184377310E-3	461.1504713251E-3
105.0000000000E+0	-131.4276595884E-3	181.5094104724E-3
106.0000000000E+0	149.7908850388E-3	431.8137807756E-3
107.0000000000E+0	-160.5264678676E-3	258.7312073587E-3
108.0000000000E+0	211.7664084044E-3	373.4858478375E-3
109.0000000000E+0	-187.9794791286E-3	361.5857131858E-3
110.0000000000E+0	199.9532675888E-3	360.5203448716E-3
111.0000000000E+0	-172.4153435469E-3	466.4250352468E-3
112.0000000000E+0	172.2050908870E-3	303.6476650812E-3
